TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,68991,0,0,0,5,0,3,190,11,0,2,3,6,18624,21841,14,0,0,5,6,0.85,0.73,0,0,1,0.4,0,0,0.5
1,69100,0,0,0,0,,0,153,2,1,1,1,5,29012,34232,13,0,0,2,3,0.85,0.21,2,2,3,0.36,2,3,0.2
0,69145,0,0,0,0,10,3,86,27,0,0,0,4,1331,2500,11,0,0,2,2,0.53,0.23,0,1,3,0.31,1,1,0
0,69196,3,1,0,1,1,1,209,3,1,1,2,5,10212,13606,8,0,0,1,2,0.75,0.63,0,0,1,0.63,2,0,0.4
0,69211,0,0,0,3,1,2,147,22,0,0,1,2,228,8500,6,0,0,0,0,0.03,0.67,0,0,0,0.33,0,0,0.5
0,69232,1,1,0,0,,0,332,13,0,0,1,4,2030,10192,8,1,0,0,1,0.2,0.56,0,0,1,0.44,0,0,0.25
0,69281,3,2,0,3,0,4,168,11,0,1,3,1,837,837,14,2,0,1,1,1,0.47,3,1,6,0.06,3,3,3
0,69448,5,5,0,9,1,11,81,3,1,7,12,7,14719,19516,10,1,1,4,5,0.75,0.71,0,1,1,0.5,2,1,1.71
0,69473,2,2,0,4,1,9,169,7,0,2,3,18,34475,51919,28,5,3,3,12,0.66,0.31,3,10,18,0.51,12,13,0.17
1,69559,0,0,0,6,0,10,96,14,0,0,3,7,40754,53845,17,1,1,2,5,0.76,0.47,1,1,2,0.37,1,1,0.43
0,69560,10,3,0,0,7,2,51,9,0,1,1,1,9049,11634,2,0,0,1,1,0.78,1,0,0,0,0.5,6,0,1
0,69579,0,0,0,4,1,0,163,2,2,2,8,13,28557,81794,17,0,0,2,3,0.35,0.68,0,0,0,0.68,0,0,0.62
0,69653,0,0,0,0,10,0,266,6,0,1,3,7,7630,22958,10,0,0,1,2,0.33,0.38,3,0,0,0.54,0,0,0.43
0,69702,10,8,0,2,1,1,136,9,0,2,3,5,2957,4683,9,1,0,3,3,0.63,0.55,0,0,2,0.45,1,0,0.6
1,69716,5,4,0,6,1,1,247,2,1,3,3,4,10102,10619,17,0,0,2,2,0.95,0.39,0,0,2,0.22,2,0,0.75
1,69804,0,0,0,0,11,1,293,12,0,1,4,23,136343,172238,39,0,0,11,16,0.79,0.68,0,0,0,0.56,0,0,0.17
1,69810,0,0,0,2,4,1,134,90,0,0,0,1,2943,2801,1,1,1,1,1,1.05,0,0,1,1,0.5,1,1,0
0,69819,0,0,0,9,1,3,167,3,1,2,2,5,7407,24986,8,0,0,0,1,0.3,0.5,0,0,0,0.5,0,0,0.4
0,69912,0,0,0,2,1,1,125,2,1,4,7,15,16159,44610,23,0,0,3,4,0.36,0.65,0,0,0,0.58,0,0,0.47
1,70156,9,8,0,0,21,0,223,30,0,0,0,3,9746,8200,1,4,3,2,2,1.19,0.2,0,3,4,0.6,4,3,0
0,70158,0,0,0,5,1,4,287,2,1,3,3,7,2450,6154,11,1,0,2,2,0.4,0.46,0,0,4,0.54,0,0,0.43
0,70162,1,1,0,1,4,0,262,25,0,0,0,4,5078,6076,4,2,1,2,3,0.84,0.67,0,1,2,0.67,1,1,0
0,70166,0,0,0,1,1,1,182,3,1,1,3,12,14499,42646,25,0,0,1,2,0.34,0.41,0,0,0,0.41,0,0,0.25
1,70202,4,0,0,1,1,2,151,6,0,1,1,3,40579,35417,2,7,1,2,2,1.15,0,2,3,10,0.21,4,4,0.33
0,70233,1,1,0,6,1,4,91,16,0,0,2,7,16501,26199,11,0,0,1,4,0.63,0.42,3,0,0,0.58,1,0,0.29
0,70253,0,0,0,0,8,0,334,21,0,0,1,4,9581,20108,10,0,0,0,1,0.48,0.5,0,0,0,0.4,0,0,0.25
0,70305,0,0,0,5,4,3,106,13,0,0,2,11,28714,44003,21,0,0,4,5,0.65,0.5,0,0,0,0.5,0,0,0.18
0,70405,0,0,0,1,4,1,171,4,0,3,5,7,26155,29429,10,1,0,4,4,0.89,0.75,0,0,2,0.58,0,0,0.71
0,70412,1,1,0,4,3,5,223,14,0,0,5,23,39773,69101,34,0,0,5,9,0.58,0.67,0,1,2,0.64,2,1,0.22
0,70435,0,0,0,7,1,6,315,3,2,6,9,17,44014,83249,37,0,0,5,7,0.53,0.57,0,0,0,0.39,0,0,0.53
1,70455,0,0,0,2,0,5,116,12,0,1,2,9,29770,33322,14,3,0,5,6,0.89,0.15,3,4,7,0.45,4,6,0.22
0,70542,0,0,0,3,3,11,126,8,0,5,7,8,24585,30967,13,0,0,5,6,0.79,0.85,0,0,0,0.62,0,0,0.88
0,70564,1,0,0,0,9,1,227,28,0,0,0,6,17049,24104,10,0,0,2,4,0.71,0.2,3,1,2,0.6,1,1,0
1,70611,0,0,0,4,1,7,52,13,0,0,13,13,23312,29309,18,1,0,4,5,0.8,0.81,0,1,1,0.62,1,1,1
1,70641,7,7,0,5,4,1,121,6,0,1,2,6,41814,43996,8,2,0,5,6,0.95,0.18,3,2,3,0.55,3,3,0.33
0,70658,0,0,0,1,0,0,410,17,0,0,2,3,4769,12818,7,0,0,1,1,0.37,0.57,1,0,0,0.43,0,0,0.67
0,70686,1,1,0,6,1,7,147,3,1,1,6,7,24065,26324,18,0,0,3,4,0.91,0.43,0,0,2,0.3,0,0,0.86
0,70726,2,1,0,1,1,2,204,12,0,2,3,2,21498,24805,3,0,0,1,1,0.87,0.4,0,1,1,0.4,1,1,1.5
0,70743,0,0,0,5,1,2,252,11,0,1,4,16,14624,45879,24,1,0,1,1,0.32,0.76,0,0,1,0.64,0,0,0.25
0,70813,4,3,0,0,17,1,85,7,0,1,2,3,18454,20113,7,2,0,2,2,0.92,0.56,0,0,2,0.33,4,0,0.67
0,70892,1,0,0,1,0,1,79,9,0,2,2,5,1288,1980,10,0,0,2,2,0.65,0.7,0,0,0,0.5,0,0,0.4
0,70968,0,0,0,5,1,4,142,4,0,2,7,9,27384,51339,32,0,0,1,3,0.53,0.58,0,0,1,0.27,0,0,0.78
0,71044,0,0,0,0,,0,6,6,0,1,1,1,974,1168,1,0,0,1,1,0.83,1,0,0,0,1,0,0,1
0,71104,0,0,0,5,2,5,229,15,0,0,2,14,26784,43899,26,5,4,5,7,0.61,0.37,3,7,10,0.4,7,9,0.14
1,71125,11,7,0,4,1,4,63,48,0,0,0,2,185,4440,3,0,0,0,0,0.04,0.67,0,0,1,0.67,7,0,0
0,71131,0,0,0,1,3,1,77,2,1,3,7,12,12919,15830,13,0,0,6,6,0.82,0.93,0,0,0,0.86,0,0,0.58
0,71143,4,4,0,0,9,0,96,10,0,1,1,1,377,457,2,4,0,1,1,0.82,0.17,0,0,4,0.17,3,0,1
0,71157,0,0,0,13,1,15,467,3,1,1,8,19,31790,68123,26,0,0,8,9,0.47,0.75,0,1,1,0.68,1,1,0.42
1,71297,0,0,0,27,0,31,96,1,1,6,7,6,3700,4200,8,2,2,2,2,0.88,0.58,0,2,3,0.5,2,2,1.17
0,71327,0,0,0,1,0,1,164,14,0,0,3,8,34931,46233,18,0,0,5,5,0.76,0.72,0,0,0,0.44,0,0,0.38
0,71368,1,1,0,2,1,0,180,75,0,0,0,2,0,5000,6,3,1,,,0,0.22,0,1,5,0.22,2,1,0
0,71388,0,0,0,3,2,3,238,11,0,3,6,10,54413,103711,20,0,0,2,4,0.52,0.73,0,0,0,0.45,0,0,0.6
0,71438,0,0,0,2,1,0,287,2,1,1,7,10,78664,89323,26,0,0,7,7,0.88,0.73,0,0,0,0.33,0,0,0.7
0,71464,0,0,0,4,1,4,232,5,0,2,2,7,27602,34614,14,0,0,3,5,0.8,0.64,0,0,0,0.5,0,0,0.29
0,71514,0,0,0,3,1,11,85,7,0,4,11,6,10003,17877,21,0,0,1,3,0.56,0.76,0,0,0,0.29,0,0,1.83
0,71522,2,0,0,1,5,3,92,5,0,2,2,1,0,0,7,2,0,0,0,0,0.33,0,0,2,0.11,1,0,2
0,71602,0,0,0,0,,0,144,15,0,0,1,6,6856,16487,11,1,0,0,2,0.42,0.38,2,0,2,0.46,0,1,0.17
1,71616,0,0,0,8,2,9,212,3,1,4,7,18,38146,50679,29,1,1,7,10,0.75,0.59,1,1,1,0.56,1,1,0.39
0,71653,0,0,0,0,23,0,309,11,0,2,7,13,19771,46047,21,0,0,1,3,0.43,0.62,3,1,3,0.62,1,1,0.54
0,71730,3,0,0,4,1,5,141,6,0,3,4,10,42296,56958,21,3,0,3,6,0.74,0.48,2,0,3,0.37,0,1,0.4
0,71780,0,0,0,3,1,0,301,2,2,6,10,13,39937,50751,14,1,0,9,10,0.79,0.56,2,1,5,0.72,1,2,0.77
0,71921,3,3,0,4,0,1,131,7,0,1,2,7,82461,113627,8,0,0,4,5,0.73,0.7,0,0,0,0.7,3,0,0.29
1,71971,4,1,0,2,1,0,62,4,0,4,6,7,12916,12832,5,2,2,4,5,1.01,0.63,0,2,2,0.88,3,2,0.86
0,71984,0,0,0,2,1,1,140,22,0,0,2,5,2514,3822,6,3,1,3,3,0.66,0.44,3,2,7,0.56,2,4,0.4
0,72010,0,0,0,3,2,5,189,8,0,1,1,8,12301,16752,11,0,0,3,7,0.73,0.43,1,1,1,0.57,1,1,0.13
0,72015,0,0,0,5,0,3,170,10,0,1,3,12,60398,78226,26,0,0,6,7,0.77,0.52,1,0,0,0.44,0,0,0.25
1,72045,1,1,0,1,1,1,290,14,0,0,2,13,19762,30696,19,1,0,5,7,0.64,0.67,1,2,4,0.62,3,2,0.15
0,72229,19,16,0,1,0,4,360,20,0,0,1,3,53,952,12,0,0,0,0,0.06,0.36,0,3,4,0.21,14,3,0.33
0,72248,2,2,0,8,0,9,47,7,0,7,8,11,8692,14318,12,0,0,3,8,0.61,0.92,0,0,0,0.92,2,0,0.73
0,72271,1,1,0,6,1,0,35,12,0,1,3,4,1772,2048,4,0,0,2,2,0.87,0.75,2,0,1,1,1,1,0.75
0,72319,0,0,0,5,0,6,20,20,0,0,2,2,40,2,2,0,0,1,1,,1,0,0,0,1,0,0,1
0,72334,1,1,0,4,1,6,319,6,0,1,1,14,19058,32427,21,2,1,6,6,0.59,0.56,2,1,4,0.56,2,2,0.07
0,72363,1,1,0,0,17,1,297,7,0,3,4,15,51202,83986,26,1,0,5,8,0.61,0.68,0,0,0,0.54,1,0,0.27
0,72410,0,0,0,4,1,0,225,2,1,2,7,13,14438,44622,23,1,1,3,5,0.32,0.38,3,1,4,0.41,1,2,0.54
0,72510,0,0,0,1,5,1,192,15,0,0,1,5,46670,60464,10,0,0,4,4,0.77,0.5,0,0,0,0.5,0,0,0.2
0,72531,0,0,0,0,11,5,101,4,0,6,10,13,38185,54160,24,0,0,6,8,0.71,0.73,0,0,1,0.5,0,0,0.77
0,72760,7,5,0,1,1,6,266,14,0,0,4,3,26188,28501,5,0,0,1,2,0.92,0.5,2,0,1,0.5,4,1,1.33
0,72855,3,3,0,1,2,3,161,5,0,3,10,8,25615,45227,15,1,0,2,2,0.57,0.63,2,0,2,0.5,3,1,1.25
1,72927,2,1,0,9,0,10,95,14,0,0,2,5,4308,6378,14,1,0,1,1,0.68,0.25,3,0,2,0.31,1,2,0.4
0,72933,0,0,0,0,10,0,345,8,0,5,6,10,12800,56695,15,0,0,1,1,0.23,0.71,0,0,0,0.59,0,0,0.6
0,72940,1,0,0,9,0,11,228,3,1,7,9,18,23477,49668,38,0,0,5,10,0.47,0.63,1,0,0,0.47,0,0,0.5
0,73018,1,1,0,0,7,6,57,20,0,0,1,1,229,403,4,2,1,0,1,0.57,0.5,0,1,2,0.17,1,1,1
0,73045,7,2,0,6,1,4,221,25,0,0,0,6,11207,16620,22,3,0,2,3,0.67,0.19,3,0,9,0.22,1,0,0
0,73084,1,1,0,1,2,0,126,5,0,1,1,4,8053,24121,7,0,0,1,1,0.33,0.57,0,0,0,0.57,0,0,0.25
0,73094,2,1,0,4,2,12,90,3,1,4,9,8,15035,15207,11,2,0,4,5,0.99,0.59,0,0,3,0.47,1,0,1.13
0,73114,0,0,0,0,,0,68,29,0,0,0,2,0,602,1,1,1,,,0,0.5,0,1,1,1,1,1,0
1,73189,2,2,0,0,9,0,268,27,0,0,0,4,15528,25818,9,0,0,0,1,0.6,0.18,2,0,6,0.36,2,1,0
0,73290,0,0,0,0,9,0,181,4,0,4,5,7,18961,29247,25,0,0,2,3,0.65,0.65,0,0,0,0.23,0,0,0.71
0,73338,0,0,0,2,1,2,144,8,0,2,2,7,16980,19769,5,2,0,7,7,0.86,0.63,2,0,2,0.88,0,1,0.29
1,73380,0,0,0,2,1,4,234,7,0,1,3,7,13385,17474,13,1,1,5,5,0.77,0.57,0,1,3,0.5,1,1,0.43
0,73491,0,0,0,1,1,1,361,9,0,3,3,13,16365,32705,24,0,0,4,5,0.5,0.75,2,0,2,0.54,0,1,0.23
1,73526,0,0,0,6,1,10,130,2,1,1,5,13,52967,83586,20,2,1,7,9,0.63,0.43,3,1,6,0.43,1,6,0.38
0,73527,0,0,0,3,0,11,293,10,0,1,1,1,,,2,0,0,,,,0.67,0,0,0,0.33,0,0,1
1,73604,0,0,0,5,2,4,51,8,0,1,3,5,7204,8172,7,0,0,4,4,0.88,1,0,0,0,0.71,0,0,0.6
0,73771,6,6,0,0,10,0,181,9,0,2,3,8,23319,40281,18,0,0,2,6,0.58,0.61,0,0,0,0.44,3,0,0.38
0,73846,1,1,0,10,0,7,155,5,0,1,8,15,48969,59922,23,0,0,10,13,0.82,0.83,0,0,0,0.63,0,0,0.53
0,73875,3,3,0,6,1,4,156,5,0,3,7,9,48905,52269,18,3,2,7,7,0.94,0.71,0,2,5,0.43,4,2,0.78
1,73907,2,2,0,13,0,20,151,4,0,2,4,3,20403,21330,8,2,0,2,3,0.96,0.36,2,1,6,0.27,1,2,1.33
0,73973,2,2,0,1,1,2,105,10,0,2,3,4,9072,11638,7,1,1,3,3,0.78,0.3,2,1,3,0.4,1,2,0.75
0,74161,2,0,0,1,0,1,278,15,0,0,2,6,3815,3901,12,0,0,4,5,0.98,0.42,2,0,1,0.5,1,1,0.33
0,74162,0,0,0,3,2,0,120,11,0,1,2,6,24219,53674,12,0,0,1,1,0.45,0.64,0,0,0,0.43,0,0,0.33
0,74177,0,0,0,11,1,4,297,3,1,3,4,9,29563,34766,17,0,0,3,4,0.85,0.58,0,0,1,0.47,0,0,0.44
0,74246,0,0,0,4,1,3,67,4,0,3,6,7,19069,22990,12,0,0,2,3,0.83,0.75,0,0,0,0.58,0,0,0.86
0,74354,0,0,0,0,,0,99,7,0,1,2,4,19607,32389,5,1,0,0,2,0.61,0.67,0,0,1,0.67,0,0,0.5
0,74480,0,0,0,9,0,8,79,3,1,1,2,8,13708,21558,10,7,4,4,5,0.64,0.24,2,7,9,0.38,7,8,0.25
0,74577,4,2,0,1,1,1,214,1,2,2,2,2,33686,34220,1,1,0,1,1,0.98,0,0,0,2,0.5,0,0,1
0,74606,0,0,0,0,8,0,148,6,0,4,4,10,15388,46762,30,0,0,0,1,0.33,0.42,0,0,0,0.3,0,0,0.4
0,74614,1,0,0,3,0,4,193,7,0,2,3,6,9934,14491,17,0,0,2,3,0.69,0.53,2,0,4,0.35,0,1,0.5
0,74787,0,0,0,12,0,5,27,3,1,2,3,3,4771,13600,3,0,0,0,1,0.35,0.6,0,0,0,0.6,0,0,1
0,74824,0,0,0,1,2,0,184,27,0,0,0,4,9843,10469,3,0,0,3,3,0.94,0.6,0,0,0,0.8,0,0,0
0,74835,0,0,0,1,5,1,40,2,1,5,10,17,2681,36052,16,0,0,0,1,0.07,0.79,0,0,0,0.89,0,0,0.59
0,74947,0,0,0,4,0,4,90,4,0,8,23,29,38546,90622,42,0,0,6,9,0.43,0.83,0,0,0,0.6,0,0,0.79
1,75053,2,1,0,7,0,13,120,8,0,1,3,4,17762,23615,5,3,0,2,3,0.75,0.63,0,0,3,0.5,0,0,0.75
0,75070,0,0,0,0,7,0,170,4,0,1,4,13,52003,75448,27,0,0,5,8,0.69,0.52,3,0,1,0.42,0,1,0.31
0,75115,0,0,0,3,1,3,170,2,1,2,5,16,47581,105333,22,0,0,1,2,0.45,0.67,0,0,0,0.59,0,0,0.31
1,75168,6,4,0,13,1,8,87,4,0,4,4,4,3654,3654,0,23,6,4,4,1,0,0,6,23,0.17,9,6,1
0,75223,4,0,0,2,1,2,140,6,0,1,2,3,1928,3938,5,0,0,1,1,0.49,0.67,0,0,1,0.5,1,0,0.67
0,75346,3,3,0,2,1,4,93,16,0,0,1,1,7559,14935,10,3,0,0,1,0.51,0.38,0,0,3,0.08,3,0,1
1,75427,2,2,0,3,3,4,127,6,0,2,2,5,23098,28434,12,0,0,2,3,0.81,0.5,2,0,1,0.36,2,1,0.4
0,75526,0,0,0,16,0,16,53,5,0,2,4,11,51576,67117,16,0,0,5,5,0.77,0.94,0,0,0,0.69,0,0,0.36
0,75555,0,0,0,4,1,0,45,11,0,1,1,3,6835,10799,2,0,0,2,2,0.63,0.67,0,0,0,1,0,0,0.33
0,75584,0,0,0,2,2,2,201,11,0,1,2,8,3205,3873,8,6,6,3,3,0.83,0.36,0,6,7,0.57,6,6,0.25
0,75589,0,0,0,0,7,0,280,7,0,1,2,19,46122,81408,33,0,0,2,5,0.57,0.77,0,0,0,0.54,0,0,0.11
0,75590,0,0,0,1,1,1,290,13,0,0,1,10,24840,37191,13,0,0,5,7,0.67,0.46,3,0,1,0.77,0,1,0.1
1,75620,1,1,0,0,7,3,132,7,0,2,2,4,2202,2548,8,3,3,2,2,0.86,0.33,0,3,4,0.33,4,3,0.5
0,75675,1,1,0,0,15,0,205,6,0,1,1,6,34151,37816,17,1,0,5,5,0.9,0.55,0,0,5,0.3,0,0,0.17
0,75726,0,0,0,5,0,7,235,7,0,2,3,5,21308,28795,19,2,0,2,3,0.74,0.36,2,2,5,0.23,2,3,0.6
0,75751,5,2,0,0,8,2,35,8,0,1,1,2,19705,21775,2,1,1,2,2,0.9,0.67,0,1,1,0.67,5,1,0.5
0,75779,1,0,0,0,23,0,39,7,0,1,4,4,1028,1314,5,0,0,1,2,0.78,0.71,0,0,0,0.57,1,0,1
0,75784,0,0,0,5,2,2,133,8,0,3,5,14,24491,60177,26,0,0,1,4,0.41,0.74,0,0,0,0.52,0,0,0.36
0,75963,0,0,0,2,1,1,269,9,0,1,1,9,67001,70850,22,0,0,6,6,0.95,0.64,0,0,0,0.32,0,0,0.11
0,76055,0,0,0,0,7,0,252,7,0,1,4,23,75860,109104,30,0,0,11,13,0.7,0.81,0,0,0,0.72,0,0,0.17
1,76143,2,2,0,2,1,4,42,4,0,4,10,3,1633,2002,6,3,1,2,2,0.82,0.33,3,3,3,0.2,5,3,3.33
0,76173,0,0,0,4,3,4,92,4,0,7,14,21,30344,77267,37,0,0,3,5,0.39,0.66,0,0,0,0.55,0,0,0.67
0,76175,0,0,0,0,,0,73,3,1,3,7,12,14512,38306,15,0,0,1,4,0.38,0.88,0,0,0,0.71,0,0,0.58
0,76297,1,0,0,3,1,1,262,12,0,1,2,16,11678,19257,25,0,0,5,8,0.61,0.32,3,0,5,0.57,0,2,0.13
1,76605,0,0,0,5,2,3,177,4,0,4,7,15,46361,58822,25,0,0,10,11,0.79,0.58,0,0,0,0.58,0,0,0.47
0,77010,0,0,0,0,12,0,221,8,0,4,5,9,11699,25668,23,0,0,3,3,0.46,0.58,0,0,0,0.38,0,0,0.56
0,77035,0,0,0,4,1,0,232,5,0,3,6,19,15352,67347,25,0,0,2,3,0.23,0.71,0,0,0,0.68,0,0,0.32
0,77046,0,0,0,1,1,1,142,20,0,0,2,5,3508,8296,14,0,0,0,1,0.42,0.38,0,0,0,0.31,0,0,0.4
0,77064,4,3,0,9,1,9,35,4,0,2,4,6,16455,20412,6,0,0,5,5,0.81,1,0,0,0,1,2,0,0.67
1,77067,4,2,0,2,1,5,96,10,0,1,4,4,12377,13942,8,0,0,1,1,0.89,0.56,2,0,4,0.44,2,1,1
0,77240,0,0,0,0,12,3,108,12,0,1,1,3,0,3000,9,0,0,,,0,0.3,0,0,0,0.3,0,0,0.33
0,77303,9,7,0,0,7,2,107,7,0,1,1,1,11106,11596,3,2,1,1,1,0.96,0.2,0,1,3,0.2,8,1,1
0,77317,4,4,0,18,0,24,54,2,1,1,7,8,11129,27557,21,1,1,1,4,0.4,0.46,0,2,2,0.33,5,2,0.88
0,77367,0,0,0,3,2,0,260,12,0,1,1,7,11979,27696,13,0,0,3,4,0.43,0.71,1,0,2,0.5,0,0,0.14
0,77390,0,0,0,5,0,4,62,4,0,1,1,3,1331,3678,3,0,0,1,1,0.36,1,0,0,0,1,0,0,0.33
0,77416,0,0,0,1,6,1,59,6,0,5,10,5,10218,13218,12,0,0,2,4,0.77,0.92,0,0,0,0.38,0,0,2
0,77433,1,0,0,5,1,4,66,2,1,3,4,3,959,959,7,1,1,1,1,1,0.67,0,1,2,0.33,1,1,1.33
1,77481,5,5,0,10,0,6,172,17,0,0,2,15,69466,85725,9,11,8,10,10,0.81,0.07,3,12,19,0.54,14,13,0.13
0,77509,0,0,0,0,10,0,248,6,0,2,4,5,6450,6659,7,0,0,4,4,0.97,0.6,0,0,0,0.5,0,0,0.8
0,77530,0,0,0,0,23,1,130,2,1,4,8,12,30659,76638,23,0,0,2,3,0.4,0.75,0,0,0,0.5,0,0,0.67
0,77725,1,1,0,1,0,2,258,15,0,0,2,4,39639,51668,13,0,0,2,2,0.77,0.62,2,0,1,0.31,1,1,0.5
0,77749,0,0,0,1,1,3,156,5,0,1,2,2,8277,22492,4,0,0,0,0,0.37,0.25,0,0,0,0.25,0,0,1
0,77773,0,0,0,2,1,0,173,6,0,3,4,5,33848,35580,9,0,0,3,3,0.95,0.54,0,0,0,0.38,0,0,0.8
1,77809,5,3,0,4,1,2,89,10,0,1,1,2,0,0,2,4,1,0,0,0,0.17,0,2,5,0.33,4,2,0.5
0,77846,2,2,0,0,12,3,91,4,0,2,6,1,535,684,13,0,0,1,1,0.78,0.62,0,0,0,0.08,1,0,6
1,77875,0,0,0,2,0,2,136,10,0,1,3,6,23070,44438,25,0,0,2,3,0.52,0.38,0,0,0,0.23,0,0,0.5
0,77907,0,0,0,0,12,2,267,13,0,0,1,7,4274,6354,10,5,2,2,2,0.67,0.13,0,5,8,0.47,5,5,0.14
0,78078,0,0,0,7,3,3,157,3,1,3,8,13,22575,38674,18,0,0,4,5,0.58,0.6,0,0,0,0.65,0,0,0.62
0,78092,0,0,0,0,10,0,163,15,0,0,1,4,12181,12733,5,0,0,4,4,0.96,0.45,0,0,0,0.36,0,0,0.25
0,78159,5,5,0,2,1,5,139,6,0,2,4,6,13234,15246,23,1,0,3,4,0.87,0.4,1,0,1,0.24,1,0,0.67
1,78180,0,0,0,2,0,0,67,11,0,1,2,6,32187,38248,15,0,0,5,5,0.84,0.63,1,0,0,0.38,0,0,0.33
1,78256,1,1,0,5,2,12,137,4,0,3,4,6,63321,43221,14,1,0,4,5,1.47,0.24,0,0,1,0.29,0,0,0.67
1,78271,11,9,0,7,1,14,75,3,1,2,4,5,8979,8698,8,6,2,3,3,1.03,0.12,1,3,7,0.29,11,3,0.8
0,78388,0,0,0,3,1,4,11,7,0,2,2,2,0,0,2,0,0,,,0,1,0,0,0,1,0,0,1
1,78410,2,2,0,0,11,4,139,6,0,2,6,5,24016,27120,10,2,1,2,3,0.89,0.62,0,1,4,0.38,3,1,1.2
0,78530,0,0,0,1,2,0,150,2,1,4,6,10,39509,49946,27,0,0,3,3,0.79,0.43,3,0,4,0.29,0,0,0.6
1,78541,0,0,0,1,1,1,138,2,1,2,2,4,9849,13241,6,0,0,2,3,0.74,0.57,0,0,0,0.57,0,0,0.5
0,78577,0,0,0,1,3,7,111,14,0,0,3,2,1124,1890,13,1,0,0,1,0.59,0.25,1,2,4,0.13,2,2,1.5
0,78601,3,0,0,1,6,5,295,6,0,1,3,9,24836,43372,24,1,0,0,2,0.57,0.38,2,0,4,0.35,1,1,0.33
0,78626,0,0,0,2,0,6,128,5,0,3,5,8,15747,26960,10,4,3,2,3,0.58,0.29,0,6,7,0.47,6,6,0.63
0,78644,0,0,0,5,0,2,162,2,1,2,4,9,23081,32088,14,0,0,4,5,0.72,0.44,0,0,1,0.56,0,0,0.44
0,78662,0,0,0,5,1,2,114,5,0,2,3,11,17092,53894,19,0,0,0,2,0.32,0.62,0,0,0,0.52,0,0,0.27
0,78723,0,0,0,2,1,1,189,4,0,7,7,9,9616,11620,8,0,0,7,7,0.83,0.89,0,0,0,1,0,0,0.78
0,78734,0,0,0,1,4,1,112,25,0,0,0,5,3570,5261,12,2,1,2,3,0.68,0.5,0,1,3,0.36,1,1,0
0,78773,1,1,0,0,7,1,9,1,1,2,2,2,2535,3802,1,0,0,0,1,0.67,0.5,0,0,0,1,0,0,1
0,78839,0,0,0,2,2,1,217,6,0,3,10,24,42403,88390,42,0,0,5,8,0.48,0.5,3,0,0,0.48,0,0,0.42
0,79028,0,0,0,11,1,15,123,3,2,3,9,18,6070,20559,25,1,1,3,4,0.3,0.61,0,1,1,0.58,1,1,0.5
0,79155,0,0,0,1,1,1,249,2,1,1,2,11,32592,35070,28,0,0,8,8,0.93,0.55,0,0,0,0.38,0,0,0.18
0,79158,5,5,0,11,1,7,113,11,0,2,2,2,803,1458,2,0,0,0,1,0.55,0.67,0,0,0,0.67,1,0,1
0,79212,0,0,0,1,1,2,276,4,0,3,3,5,33469,57212,13,0,0,2,3,0.59,0.43,0,0,3,0.36,0,0,0.6
0,79228,4,1,0,1,0,10,133,12,0,1,2,2,32870,34208,9,1,0,1,2,0.96,0.3,0,0,1,0.2,1,0,1
0,79238,2,2,0,3,1,1,157,6,0,1,4,12,27557,37554,18,0,0,7,8,0.73,0.72,1,0,3,0.67,0,0,0.33
0,79267,0,0,0,3,0,2,201,12,0,1,3,8,1241,14388,13,2,1,0,0,0.09,0.25,3,3,5,0.5,3,5,0.38
0,79275,0,0,0,2,3,0,210,3,1,2,2,4,855,1510,6,0,0,1,1,0.57,0.83,0,0,0,0.67,0,0,0.5
0,79303,0,0,0,5,0,3,243,11,0,1,3,23,38709,117131,34,0,0,1,5,0.33,0.81,0,0,0,0.64,0,0,0.13
0,79333,0,0,0,5,1,3,240,10,0,1,2,11,8070,46329,17,1,0,1,1,0.17,0.79,2,0,2,0.58,0,1,0.18
0,79368,0,0,0,4,0,6,255,17,0,0,1,17,27474,44572,25,0,0,8,13,0.62,0.72,3,0,0,0.68,0,0,0.06
0,79400,0,0,0,0,9,0,130,23,0,0,1,8,12029,24006,12,1,1,2,4,0.5,0.71,0,1,1,0.57,1,1,0.13
0,79454,0,0,0,3,1,3,291,19,0,0,1,18,34328,40339,22,0,0,11,11,0.85,0.75,0,0,0,0.75,0,0,0.06
0,79463,0,0,0,14,1,6,95,2,4,6,7,9,29239,30664,4,1,0,5,7,0.95,0.44,0,1,1,1,1,1,0.78
0,79474,0,0,0,3,0,2,265,24,0,0,1,12,9764,33486,24,0,0,2,3,0.29,0.68,0,0,0,0.48,0,0,0.08
0,79685,0,0,0,2,3,3,170,7,0,2,5,7,17059,18506,10,0,0,5,5,0.92,0.58,1,0,0,0.58,0,0,0.71
0,79733,0,0,0,4,1,4,359,4,0,1,3,10,3887,38896,15,0,0,1,1,0.1,0.69,0,0,0,0.63,0,0,0.3
0,79749,0,0,0,0,13,1,257,4,0,4,6,9,11781,17315,17,0,0,3,4,0.68,0.72,0,0,0,0.5,0,0,0.67
